Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,GME,INTC,GME,INTC,GME,INTC,GME,INTC,GME,INTC
Date,,,,,,,,,,
2024-07-11,25.56999969482422,33.2888298034668,26.020000457763672,34.928430399599435,25.020000457763672,33.10002884981283,25.440000534057617,34.809184100885474,13032700,55213700
2024-07-12,26.049999237060547,34.27259063720703,26.889999389648438,35.25634795426933,25.420000076293945,33.55712801341558,25.760000228881836,33.55712801341558,16238900,62792600
2024-07-15,27.0,34.242774963378906,27.200000762939453,35.00792159998404,25.649999618530273,34.093722786783545,25.979999542236328,34.48126375284248,17136400,39847900
2024-07-16,28.540000915527344,34.12353515625,28.829999923706055,34.232842368767805,27.3700008392334,33.626686947097056,27.75,34.143409539494236,25594500,28409900
2024-07-17,27.979999542236328,34.242774963378906,29.790000915527344,36.925755839253235,27.239999771118164,34.18315560900105,28.399999618530273,35.85256576329393,23775000,112304200
2024-07-18,25.8799991607666,34.65019226074219,28.3799991607666,36.07117841001198,25.610000610351562,34.31233533453851,27.979999542236328,34.73962508799172,16969700,84188600
2024-07-19,24.969999313354492,32.7721061706543,26.389999389648438,34.362022653681926,24.850000381469727,32.64292457982029,25.549999237060547,34.35208356711346,12763300,69628700
2024-07-22,25.219999313354492,33.15964889526367,25.979999542236328,33.19939766232487,24.3799991607666,32.55349346485917,24.84000015258789,33.07021606470152,14090400,48503700
2024-07-23,25.5,32.7422981262207,25.68000030517578,33.020531913608885,24.889999389648438,32.623055616004486,25.219999313354492,32.75223342263411,7921700,29466400
2024-07-24,24.010000228881836,31.50017547607422,25.450000762939453,32.59323995949019,23.93000030517578,31.460426711784343,25.149999618530273,32.32494148650973,9549200,62216700
2024-07-25,23.950000762939453,30.90395736694336,24.59000015258789,31.78834652633028,23.360000610351562,30.754903291082982,23.59000015258789,31.17225584068728,8567700,49774000
2024-07-26,24.1299991607666,31.152381896972656,24.770000457763672,31.361057227049322,24.110000610351562,30.824462167334016,24.280000686645508,31.23187753157216,6833900,38352500
